,sex,age,marital_status,number_of_dependants,annual_income,account_type,credit_limit,number_of_accounts,months_since_openning,outstanding_balance,utilisation_ratio,total_amount_of_transactions,total_number_of_transactions,number_of_contacts_over_12_months,months_inactive_over_12_months,Predicted
845,M,26,Divorced,0,Less than $50K,Silver,4150.0,5,36,456,0.11,2483,74,3,2,0
846,M,29,Married,0,$50K - $70K,Silver,1458.0,4,13,671,0.46,2449,56,4,1,0
847,F,42,Single,2,Less than $50K,Silver,3659.0,2,31,0,0.0,4068,61,1,1,0
848,F,51,Single,3,$50K - $70K,Silver,3417.0,6,36,1482,0.434,3651,60,2,5,0
849,M,47,Single,5,Less than $50K,Silver,4165.0,4,35,0,0.0,17093,111,5,3,0
850,M,30,Married,0,$70K - $90K,Silver,4516.0,5,36,2252,0.499,1819,24,4,2,0
851,F,41,Single,4,$50K - $70K,Silver,4432.0,5,30,1335,0.301,4144,79,3,3,0
852,F,49,Married,2,Less than $50K,Silver,3397.0,4,44,1962,0.578,3295,66,0,3,0
853,F,49,Single,5,Less than $50K,Silver,8256.0,6,44,864,0.105,1291,33,2,1,0
854,M,45,Single,1,$70K - $90K,Silver,9904.0,2,41,2513,0.254,1152,28,2,3,0
855,F,43,Single,3,$50K - $70K,Gold,19713.0,2,36,531,0.027,8301,70,4,3,1
856,M,36,Single,1,$110K and Over,Silver,34516.0,3,20,0,0.0,2686,59,2,2,0
857,F,51,Single,4,Less than $50K,Silver,3068.0,2,33,2071,0.675,5524,71,3,4,0
858,F,47,Married,3,Less than $50K,Silver,4779.0,2,35,2517,0.527,8912,63,2,3,1
859,M,50,Married,2,$90K - $110K,Silver,3126.0,3,37,0,0.0,1388,41,3,1,0
860,M,52,Single,2,$70K - $90K,Silver,7567.0,5,45,1173,0.155,1435,32,2,3,0
861,F,54,Single,2,Less than $50K,Silver,4170.0,3,46,641,0.154,3669,67,3,2,0
862,F,38,Married,1,Unknown,Silver,7234.0,3,31,0,0.0,5198,75,3,1,0
863,M,53,Married,1,$70K - $90K,Silver,3380.0,6,45,1701,0.503,1502,25,2,2,0
864,M,44,Married,5,$70K - $90K,Silver,2791.0,5,34,1979,0.709,4617,70,2,3,0
865,F,42,Married,4,$50K - $70K,Silver,1695.0,1,34,0,0.0,2055,46,2,3,1
866,F,42,Single,3,$50K - $70K,Silver,1528.0,1,34,820,0.537,5212,88,1,2,0
867,F,44,Divorced,4,Less than $50K,Silver,1791.0,4,30,1314,0.734,5109,79,2,3,0
868,F,47,Single,1,$50K - $70K,Silver,2099.0,5,34,1164,0.555,4471,80,3,1,0
869,F,47,Married,1,$50K - $70K,Silver,1438.3,3,35,0,0.0,2276,40,5,3,1
870,F,64,Married,0,Less than $50K,Silver,2174.0,6,56,1397,0.643,1755,39,2,2,0
871,F,44,Married,2,Less than $50K,Silver,3734.0,3,30,0,0.0,3144,62,4,1,0
872,M,56,Married,2,$70K - $90K,Silver,2713.0,4,36,1990,0.734,4027,67,1,3,0
873,M,47,Married,2,$90K - $110K,Silver,5449.0,2,37,1628,0.299,836,18,3,3,1
874,M,64,Single,1,Less than $50K,Silver,1861.0,4,36,1677,0.901,5225,94,1,3,0
875,M,43,Single,4,$110K and Over,Silver,33384.0,1,36,0,0.0,2066,46,4,3,1
876,M,36,Married,4,Less than $50K,Silver,2222.0,5,26,1291,0.581,4095,88,1,1,0
877,M,31,Married,1,$90K - $110K,Silver,25215.0,4,36,1445,0.057,2588,48,0,1,0
878,F,50,Married,3,Less than $50K,Silver,3026.0,6,38,1888,0.624,3687,58,2,3,0
879,F,35,Married,1,Less than $50K,Silver,1438.3,3,36,670,0.466,4321,83,3,2,0
880,F,36,Married,4,Unknown,Silver,15700.0,5,31,1276,0.081,2229,48,0,2,0
881,M,46,Married,2,$70K - $90K,Silver,9451.0,4,34,1280,0.135,3179,79,0,2,0
882,F,55,Single,1,Less than $50K,Silver,3520.0,4,36,1914,0.544,1407,43,1,2,0
883,M,31,Divorced,0,$90K - $110K,Gold,34516.0,1,19,1984,0.057,14969,96,3,3,0
884,M,35,Married,3,$70K - $90K,Silver,6985.0,5,22,1130,0.162,1694,44,2,2,0
885,F,53,Single,2,$50K - $70K,Silver,7282.0,5,37,0,0.0,3364,69,4,3,0
886,F,44,Married,4,Unknown,Silver,5826.0,4,37,0,0.0,3756,73,3,3,0
887,F,36,Single,1,Less than $50K,Silver,9239.0,4,36,1421,0.154,2246,44,3,2,0
888,M,41,Unknown,5,$90K - $110K,Silver,11191.0,6,29,0,0.0,3839,73,1,2,0
889,M,53,Single,2,$110K and Over,Silver,21079.0,2,36,1431,0.068,13930,96,2,2,0
890,F,65,Married,1,Unknown,Silver,15965.0,5,53,2312,0.145,1619,40,2,3,0
891,F,43,Unknown,4,Less than $50K,Gold,13651.0,6,31,0,0.0,9772,71,2,2,1
892,F,46,Married,2,Unknown,Silver,9881.0,6,27,1794,0.182,4725,85,3,3,0
893,M,45,Married,3,$90K - $110K,Silver,12918.0,6,38,1345,0.104,1562,33,1,3,0
894,F,48,Married,4,Less than $50K,Silver,2090.0,5,38,793,0.379,4619,78,1,1,0
895,F,44,Single,3,Less than $50K,Silver,8512.0,3,37,1471,0.173,4056,81,2,2,0
896,F,49,Married,3,Less than $50K,Silver,1638.0,3,45,1038,0.634,4150,70,0,3,0
897,M,53,Unknown,1,$110K and Over,Silver,23958.0,4,45,2517,0.105,2777,45,2,4,1
898,M,39,Unknown,2,$110K and Over,Silver,34516.0,2,34,1082,0.031,7845,92,2,2,0
899,M,53,Divorced,2,$70K - $90K,Silver,7753.0,5,36,2100,0.271,991,26,2,3,0
900,M,62,Single,0,$50K - $70K,Silver,7348.0,3,50,1466,0.2,3066,61,2,2,0
901,F,58,Single,4,Less than $50K,Silver,2755.0,3,39,1483,0.538,4394,75,3,1,0
902,F,48,Single,1,Less than $50K,Silver,3251.0,3,40,2517,0.774,2483,50,2,1,1
903,F,49,Single,3,Unknown,Silver,23032.0,4,43,1960,0.085,1289,22,0,4,0
904,M,54,Married,5,$70K - $90K,Silver,2290.0,3,38,1434,0.626,1119,18,3,3,0
905,F,36,Married,3,Unknown,Silver,2161.0,6,23,1404,0.65,4389,77,1,6,0
906,M,50,Unknown,1,$90K - $110K,Silver,2673.0,2,38,0,0.0,4929,54,4,3,1
907,F,49,Divorced,3,Unknown,Silver,3802.0,1,42,1558,0.41,2003,43,3,3,1
908,M,36,Single,2,$90K - $110K,Gold,34516.0,5,27,1568,0.045,2873,73,4,2,0
909,F,30,Married,1,Less than $50K,Silver,7087.0,3,36,1060,0.15,1712,37,2,2,0
910,F,55,Single,2,Less than $50K,Silver,5353.0,6,43,1594,0.298,4456,79,5,1,0
911,M,46,Married,4,$70K - $90K,Silver,3258.0,3,36,0,0.0,3169,67,3,3,0
912,M,34,Married,2,$70K - $90K,Silver,2379.0,5,36,1982,0.833,2966,50,4,2,0
913,M,46,Single,3,$70K - $90K,Silver,1621.0,4,36,787,0.486,4719,73,3,2,0
914,M,41,Married,2,$70K - $90K,Silver,13116.0,3,31,1225,0.093,4800,61,2,2,0
915,F,37,Married,4,Less than $50K,Silver,1758.0,5,31,1180,0.671,2013,41,3,2,0
916,F,47,Married,3,Less than $50K,Silver,1781.0,6,35,0,0.0,2196,35,2,3,1
917,M,50,Married,1,Less than $50K,Silver,3968.0,2,35,2264,0.571,12535,118,3,1,0
918,M,31,Single,0,$50K - $70K,Silver,4661.0,2,36,1835,0.394,14257,110,3,3,0
919,F,28,Divorced,1,Unknown,Silver,11881.0,5,17,1488,0.125,4865,87,2,3,0
920,F,33,Single,0,Unknown,Silver,2735.0,6,36,1769,0.647,3306,71,3,1,0
921,M,49,Single,5,$70K - $90K,Silver,7801.0,2,42,2018,0.259,7561,91,3,1,0
922,F,43,Single,2,Less than $50K,Silver,1628.0,4,32,275,0.169,2219,49,6,3,1
923,F,26,Single,0,Unknown,Silver,3038.0,4,13,1460,0.481,2243,38,3,3,0
924,F,50,Married,0,Less than $50K,Silver,2393.0,4,43,1499,0.626,4755,82,2,1,0
925,F,39,Single,1,Less than $50K,Silver,1961.0,1,35,0,0.0,4846,92,1,5,0
926,M,49,Unknown,3,$110K and Over,Silver,21620.0,5,44,2008,0.093,1300,33,2,2,0
927,F,37,Married,2,Less than $50K,Silver,2077.0,5,30,1392,0.67,1629,36,2,2,0
928,F,63,Single,0,Less than $50K,Silver,2074.0,4,36,1688,0.814,4232,75,3,3,0
929,M,52,Married,4,$70K - $90K,Silver,9375.0,4,36,1625,0.173,2108,51,3,1,0
930,F,56,Married,1,Less than $50K,Silver,5319.0,3,43,921,0.173,15048,110,1,1,0
931,M,45,Single,4,$90K - $110K,Silver,15913.0,3,34,1696,0.107,4472,86,3,2,0
932,F,52,Married,2,$50K - $70K,Silver,1438.3,5,40,0,0.0,4700,92,1,3,0
933,M,54,Married,3,$90K - $110K,Silver,3288.0,3,48,2517,0.766,2717,46,3,4,1
934,F,40,Divorced,3,$50K - $70K,Silver,9243.0,2,28,2019,0.218,7841,82,3,2,0
935,F,47,Married,4,Less than $50K,Silver,2712.0,6,29,2411,0.889,5201,82,0,3,0
936,M,56,Single,1,$90K - $110K,Gold,34516.0,5,49,1091,0.032,15274,108,2,2,0
937,F,42,Single,3,Less than $50K,Silver,8017.0,5,37,0,0.0,3042,55,4,3,0
938,F,37,Divorced,4,$50K - $70K,Silver,2563.0,5,22,1638,0.639,2064,46,3,1,0
939,F,45,Single,5,Less than $50K,Silver,2288.0,5,33,1249,0.546,4504,87,3,3,0
940,F,57,Single,1,Less than $50K,Silver,9129.0,2,46,0,0.0,7733,81,3,3,1
941,M,50,Married,2,$70K - $90K,Silver,10733.0,3,32,783,0.073,3910,66,3,1,0
942,M,50,Single,3,$70K - $90K,Silver,21872.0,4,45,1118,0.051,1806,31,3,2,0
943,M,49,Married,1,Less than $50K,Silver,1438.3,5,35,0,0.0,4109,71,2,2,0
944,M,42,Married,3,$70K - $90K,Silver,13546.0,6,25,1720,0.127,3943,73,3,2,0
945,F,49,Married,2,Less than $50K,Silver,2796.0,3,39,1035,0.37,4869,78,3,3,0
946,F,39,Single,3,Less than $50K,Silver,2650.0,4,36,1646,0.621,4512,80,4,3,0
947,F,55,Single,1,Less than $50K,Gold,12633.0,3,36,1661,0.131,14378,98,3,1,0
948,M,57,Single,2,$70K - $90K,Gold,32182.0,4,49,0,0.0,1937,46,3,3,1
949,M,62,Single,2,$70K - $90K,Silver,18224.0,2,56,1383,0.076,7728,93,2,3,0
950,F,47,Married,2,$50K - $70K,Silver,2255.0,5,36,1733,0.769,4772,83,3,2,0
951,F,45,Married,3,Less than $50K,Silver,2143.0,1,36,1479,0.69,4404,77,2,2,0
952,F,48,Married,3,Less than $50K,Gold,13991.0,6,40,1580,0.113,4100,74,3,3,0
953,M,41,Married,2,$90K - $110K,Diamond,34516.0,5,33,1642,0.048,4161,71,2,3,0
954,F,55,Single,2,Unknown,Silver,21046.0,2,42,1631,0.077,7653,95,2,3,0
955,M,48,Single,4,$110K and Over,Silver,34516.0,5,38,1639,0.047,4959,74,0,2,0
956,M,50,Single,1,$70K - $90K,Silver,2317.0,4,36,0,0.0,2214,41,2,3,1
957,M,43,Divorced,2,$110K and Over,Silver,34516.0,4,37,0,0.0,1370,38,2,1,0
958,M,37,Married,2,$50K - $70K,Silver,1808.0,3,29,1009,0.558,1744,35,2,3,0
959,M,56,Married,1,$90K - $110K,Silver,12786.0,6,36,1880,0.147,1205,19,3,1,0
960,F,37,Single,2,Less than $50K,Silver,1438.3,1,26,0,0.0,3948,84,2,1,0
961,M,54,Married,3,$110K and Over,Silver,13219.0,4,43,0,0.0,1097,24,1,1,0
962,F,34,Single,3,Unknown,Silver,7531.0,6,19,0,0.0,3833,71,2,1,0
963,F,50,Married,1,Less than $50K,Silver,8589.0,4,41,685,0.08,3553,63,3,2,0
964,M,52,Married,2,$90K - $110K,Gold,34516.0,6,48,1473,0.043,4254,73,1,6,0
965,M,59,Single,2,$50K - $70K,Silver,11808.0,2,50,0,0.0,13751,113,2,1,0
966,M,48,Married,3,$110K and Over,Silver,6626.0,5,43,1558,0.235,2838,49,0,3,0
967,M,57,Married,4,$70K - $90K,Silver,8466.0,4,39,1886,0.223,1342,32,0,3,0
968,F,53,Married,1,$50K - $70K,Silver,1816.0,3,44,0,0.0,2474,44,3,3,1
969,M,52,Married,4,$90K - $110K,Silver,23070.0,2,45,1701,0.074,8070,81,3,2,0
970,M,42,Single,3,$90K - $110K,Gold,34516.0,3,26,904,0.026,3910,68,2,2,0
971,M,35,Married,1,$90K - $110K,Silver,23991.0,6,25,2307,0.096,1843,43,2,1,0
972,F,47,Married,3,Less than $50K,Silver,1776.0,4,36,1519,0.855,4295,60,2,2,0
973,M,47,Unknown,3,$70K - $90K,Silver,21142.0,4,36,0,0.0,4360,66,2,3,0
974,M,49,Single,1,$110K and Over,Silver,5181.0,5,30,0,0.0,8943,68,3,3,1
975,F,58,Married,1,Less than $50K,Silver,3035.0,6,46,1779,0.586,4999,83,3,3,0
976,M,46,Single,3,$50K - $70K,Silver,8285.0,3,42,1359,0.164,7205,84,1,2,0
977,M,43,Single,1,$70K - $90K,Silver,20013.0,4,37,922,0.046,1518,39,4,3,0
978,F,60,Single,0,$50K - $70K,Silver,4115.0,6,36,1231,0.299,3627,61,2,3,0
979,F,62,Married,0,Less than $50K,Silver,3791.0,5,50,1648,0.435,2058,34,2,1,0
980,F,61,Married,1,Less than $50K,Silver,1795.0,3,51,794,0.442,1834,59,3,3,0
981,F,48,Married,3,$50K - $70K,Silver,6235.0,2,39,0,0.0,1225,34,3,4,1
982,M,48,Single,3,$90K - $110K,Silver,10111.0,3,36,868,0.086,4791,68,4,3,0
983,M,44,Single,3,$110K and Over,Gold,34516.0,1,36,1106,0.032,7936,76,2,2,0
984,F,35,Married,2,Less than $50K,Silver,4549.0,3,30,1193,0.262,1914,33,1,3,0
985,M,48,Married,3,Less than $50K,Silver,8795.0,3,36,1318,0.15,4681,74,2,1,0
986,M,29,Single,0,$50K - $70K,Silver,4023.0,2,36,1437,0.357,12510,96,1,3,0
987,F,47,Married,5,Less than $50K,Silver,3111.0,5,42,1541,0.495,4570,68,2,1,0
988,F,36,Single,4,Less than $50K,Silver,2002.0,4,26,1377,0.688,2411,60,2,3,0
989,F,29,Married,1,Less than $50K,Silver,1895.0,3,18,1146,0.605,4333,72,3,3,0
990,F,59,Married,0,Less than $50K,Silver,1479.0,5,49,601,0.406,1621,32,3,2,0
991,F,46,Single,3,$50K - $70K,Silver,3492.0,4,41,1546,0.443,3043,53,3,5,0
992,F,39,Single,4,$50K - $70K,Silver,3394.0,2,25,2517,0.742,5421,75,3,3,0
993,M,49,Single,2,$70K - $90K,Diamond,34516.0,2,45,913,0.026,7711,80,1,3,0
994,M,60,Single,1,$70K - $90K,Silver,10698.0,4,50,1790,0.167,4095,67,0,3,0
995,F,42,Married,4,Less than $50K,Silver,1640.0,5,31,888,0.541,4074,73,2,1,0
996,M,48,Married,3,$70K - $90K,Silver,5649.0,6,38,748,0.132,4683,72,0,1,0
997,M,31,Single,0,$70K - $90K,Gold,34516.0,2,24,984,0.029,15347,109,2,2,0
998,M,37,Single,3,$90K - $110K,Silver,5699.0,4,31,1006,0.177,2835,57,4,2,0
999,M,47,Married,4,$70K - $90K,Silver,5715.0,4,42,1214,0.212,3685,63,2,1,0
1000,F,39,Unknown,3,Unknown,Silver,15370.0,4,34,686,0.045,4106,71,2,3,0
1001,F,62,Married,1,$50K - $70K,Silver,4760.0,3,43,0,0.0,1459,20,1,1,0
1002,M,52,Single,1,$110K and Over,Silver,12764.0,1,41,0,0.0,3332,64,3,1,0
1003,M,55,Single,4,$90K - $110K,Silver,1854.0,2,44,794,0.428,4035,80,2,3,0
1004,F,54,Single,1,Less than $50K,Silver,2440.0,3,48,1083,0.444,3017,53,4,1,0
1005,F,33,Divorced,4,Less than $50K,Silver,9857.0,6,24,0,0.0,3448,103,2,2,0
1006,M,52,Single,5,$90K - $110K,Silver,2047.0,3,47,665,0.325,3452,66,1,1,0
1007,F,52,Married,3,Less than $50K,Silver,2622.0,6,41,1549,0.591,1878,30,2,3,0
1008,M,53,Single,1,$90K - $110K,Silver,18591.0,5,41,994,0.053,15063,108,3,3,0
1009,F,52,Married,2,Less than $50K,Silver,2160.0,5,36,0,0.0,2360,56,4,3,1
1010,F,43,Married,4,Less than $50K,Silver,9684.0,2,36,2475,0.256,1400,31,1,1,0
1011,F,41,Married,2,Less than $50K,Silver,1438.3,5,36,0,0.0,4565,84,1,5,0
1012,M,37,Married,0,$110K and Over,Silver,8654.0,3,22,0,0.0,850,18,4,3,1
1013,F,44,Single,1,$50K - $70K,Silver,1484.0,3,36,885,0.596,4819,74,2,4,0
1014,F,44,Unknown,4,Less than $50K,Silver,2616.0,2,38,2505,0.958,2576,42,3,2,1
1015,F,44,Married,3,Unknown,Silver,7212.0,2,40,1008,0.14,5169,82,1,1,0
1016,M,52,Divorced,2,$70K - $90K,Silver,4813.0,2,34,0,0.0,7477,91,1,1,0
1017,F,42,Single,2,Less than $50K,Silver,3223.0,6,35,0,0.0,4916,79,2,3,0
1018,F,45,Single,4,Less than $50K,Silver,2072.0,5,36,1544,0.745,4210,64,2,3,0
1019,M,44,Married,4,$110K and Over,Silver,34516.0,6,32,2517,0.073,4228,83,4,3,0
1020,F,37,Married,3,$50K - $70K,Silver,1586.0,5,31,1038,0.654,1724,24,3,3,0
1021,M,39,Married,3,$70K - $90K,Silver,3477.0,4,33,1875,0.539,1897,50,2,3,0
1022,F,56,Single,4,Less than $50K,Silver,8881.0,3,36,2145,0.242,2027,49,3,1,0
1023,M,42,Married,5,$70K - $90K,Silver,11880.0,3,27,2025,0.17,1789,42,3,2,0
1024,M,50,Unknown,1,$90K - $110K,Silver,9959.0,6,36,952,0.096,10310,63,4,3,1
1025,M,44,Single,2,$70K - $90K,Silver,9827.0,6,30,600,0.061,2840,63,2,2,0
1026,F,52,Divorced,2,Less than $50K,Silver,5240.0,1,40,2517,0.48,14161,105,3,2,0
1027,F,44,Divorced,3,Less than $50K,Silver,1877.0,5,28,1203,0.641,2581,57,3,2,0
1028,M,38,Married,3,$70K - $90K,Silver,7709.0,3,32,2227,0.289,2520,61,2,1,0
1029,M,43,Single,3,$70K - $90K,Silver,11550.0,6,30,1505,0.13,3891,76,4,2,0
1030,M,42,Unknown,1,$70K - $90K,Silver,3741.0,5,32,0,0.0,4402,55,2,3,0
1031,F,56,Married,2,Less than $50K,Silver,2781.0,6,36,1035,0.372,1707,42,2,1,0
1032,M,58,Married,4,$70K - $90K,Silver,5967.0,6,36,2350,0.394,1426,29,4,2,0
1033,M,61,Married,2,$70K - $90K,Silver,18571.0,4,48,0,0.0,15802,118,2,1,0
1034,M,38,Married,2,$70K - $90K,Silver,5815.0,4,26,1698,0.292,1604,42,3,1,0
1035,M,47,Single,3,Less than $50K,Silver,1842.0,4,35,0,0.0,4165,67,2,3,0
1036,F,43,Unknown,3,Less than $50K,Silver,5544.0,6,24,1095,0.198,3829,55,4,1,0
1037,F,49,Single,2,Less than $50K,Silver,9797.0,5,44,998,0.102,15013,116,3,2,0
1038,M,30,Married,1,Less than $50K,Silver,2607.0,3,13,1966,0.754,1719,45,5,6,0
1039,M,37,Married,1,$110K and Over,Silver,34516.0,1,17,0,0.0,14127,116,3,1,0
1040,M,38,Single,0,$90K - $110K,Silver,5983.0,3,29,1885,0.315,4141,65,2,3,0
1041,F,49,Married,2,Less than $50K,Silver,2081.0,5,35,0,0.0,4863,87,3,2,0
1042,F,51,Married,2,Less than $50K,Silver,6462.0,3,39,2517,0.39,4156,77,2,1,0
1043,M,46,Married,1,$90K - $110K,Silver,13324.0,3,33,0,0.0,4245,76,2,1,0
1044,F,52,Married,1,$50K - $70K,Silver,2442.0,5,46,1507,0.617,4535,85,2,1,0
1045,M,43,Married,4,$50K - $70K,Silver,7386.0,1,30,656,0.089,15691,126,2,1,0
1046,F,63,Married,2,Less than $50K,Silver,2689.0,5,52,2101,0.781,1188,35,3,2,0
1047,F,35,Single,1,Unknown,Gold,34516.0,4,27,0,0.0,2562,62,2,3,0
1048,F,55,Married,4,$50K - $70K,Silver,1438.3,1,41,0,0.0,4885,88,3,1,0
1049,F,44,Single,1,Less than $50K,Silver,2936.0,3,36,1297,0.442,4509,70,2,3,0
1050,F,38,Married,3,Less than $50K,Silver,3317.0,4,32,2517,0.759,3772,74,2,3,0
1051,M,48,Single,3,$90K - $110K,Silver,2713.0,3,36,2201,0.811,4220,79,2,4,0
1052,M,42,Single,3,$70K - $90K,Silver,7255.0,4,35,0,0.0,3148,62,3,3,0
1053,F,53,Single,0,Less than $50K,Silver,1904.0,4,44,886,0.465,4798,85,1,1,0
1054,F,65,Married,0,$50K - $70K,Silver,6088.0,5,36,2145,0.352,2098,52,3,2,0
1055,M,41,Unknown,3,$70K - $90K,Silver,5813.0,4,36,1614,0.278,4365,75,1,3,0
1056,M,55,Married,2,$110K and Over,Silver,32641.0,5,37,1551,0.048,1327,30,3,2,0
1057,M,50,Married,3,$70K - $90K,Silver,14854.0,3,35,2136,0.144,3659,68,2,3,0
1058,F,36,Single,3,Less than $50K,Silver,2909.0,4,31,2085,0.717,5154,80,3,2,0
1059,F,37,Married,2,Less than $50K,Silver,2984.0,1,31,0,0.0,4878,86,3,3,0
1060,M,46,Married,3,$50K - $70K,Silver,4707.0,4,36,1121,0.238,3188,71,4,2,0
1061,M,45,Divorced,3,$70K - $90K,Silver,2751.0,6,37,2432,0.884,4453,75,3,3,0
1062,F,45,Divorced,5,Less than $50K,Silver,1438.3,3,26,1226,0.852,3889,60,2,5,0
1063,F,50,Single,4,Less than $50K,Silver,1460.0,2,42,0,0.0,4265,63,2,1,0
1064,F,54,Married,3,Less than $50K,Silver,1906.0,4,49,1271,0.667,1343,37,3,1,0
1065,M,43,Single,3,$70K - $90K,Silver,16037.0,4,33,0,0.0,3048,70,2,3,0
1066,M,38,Single,3,$90K - $110K,Silver,1438.3,3,26,0,0.0,1585,32,2,3,1
1067,F,58,Married,1,Less than $50K,Silver,2220.0,5,51,1240,0.559,4396,78,2,4,0
1068,M,41,Divorced,4,$50K - $70K,Silver,2334.0,4,30,1138,0.488,2155,48,3,2,0
1069,F,41,Single,1,Less than $50K,Silver,1438.3,2,32,0,0.0,4897,96,1,2,0
1070,M,48,Married,2,$110K and Over,Silver,10642.0,3,35,1715,0.161,4183,74,4,3,0
1071,F,45,Married,3,Less than $50K,Silver,2647.0,6,34,1288,0.487,4730,78,3,1,0
1072,F,46,Married,4,Less than $50K,Silver,2479.0,3,30,1759,0.71,4562,86,1,3,0
1073,F,56,Single,2,Unknown,Silver,5261.0,5,47,1966,0.374,4448,86,1,2,0
1074,M,56,Married,1,$90K - $110K,Silver,9031.0,6,36,1535,0.17,1602,35,1,1,0
1075,F,55,Married,2,$50K - $70K,Silver,3011.0,4,48,2138,0.71,4439,75,1,1,0
1076,F,43,Married,3,Less than $50K,Silver,7350.0,2,36,1360,0.185,7679,64,0,3,0
1077,F,41,Married,5,Less than $50K,Silver,1495.0,5,36,0,0.0,2622,70,3,3,0
1078,M,49,Unknown,2,$70K - $90K,Silver,3017.0,6,42,786,0.261,1640,37,2,1,0
1079,M,48,Married,3,$50K - $70K,Silver,11191.0,5,34,0,0.0,3914,71,2,1,0
1080,F,42,Divorced,3,Less than $50K,Silver,3131.0,5,38,849,0.271,3108,62,2,2,0
1081,F,42,Single,1,Less than $50K,Silver,2725.0,5,35,2444,0.897,4965,85,3,1,0
1082,F,57,Unknown,1,$50K - $70K,Silver,2542.0,3,42,1884,0.741,4518,88,1,1,0
1083,F,55,Married,2,Unknown,Silver,3591.0,1,41,1760,0.49,13289,121,1,1,0
1084,F,41,Married,2,Less than $50K,Silver,7207.0,1,24,1645,0.228,13730,96,1,1,0
1085,F,36,Single,2,Unknown,Silver,1954.0,3,23,1179,0.603,3896,67,0,1,0
1086,M,46,Married,3,$70K - $90K,Silver,11117.0,4,36,0,0.0,3099,69,3,3,0
1087,M,38,Single,3,$90K - $110K,Gold,34516.0,2,36,2008,0.058,8872,86,3,2,0
1088,F,46,Single,5,Less than $50K,Silver,2424.0,3,28,2169,0.895,4209,76,3,2,0
1089,M,47,Single,4,$90K - $110K,Silver,18037.0,3,36,0,0.0,1387,36,1,1,0
1090,M,42,Single,3,$70K - $90K,Silver,5951.0,3,37,0,0.0,4160,84,3,3,0
1091,F,41,Single,2,Unknown,Silver,27670.0,2,30,0,0.0,13854,124,1,2,0
1092,M,57,Married,0,$50K - $70K,Silver,5387.0,4,48,2047,0.38,1546,36,2,2,0
1093,M,31,Single,1,$50K - $70K,Silver,11109.0,3,36,2045,0.184,13988,92,2,1,0
1094,F,38,Married,3,Unknown,Silver,11327.0,4,29,1528,0.135,2033,38,2,2,0
1095,M,33,Married,1,$110K and Over,Silver,4459.0,4,21,1899,0.426,2502,48,3,1,0
1096,F,44,Divorced,4,Less than $50K,Silver,9235.0,5,39,1796,0.194,1739,42,4,1,0
1097,M,58,Unknown,2,$110K and Over,Silver,9788.0,6,49,1794,0.183,1805,37,3,2,0
1098,M,54,Single,4,$90K - $110K,Silver,7773.0,1,39,2465,0.317,4272,69,3,3,0
1099,F,40,Single,4,Less than $50K,Silver,3751.0,6,27,1521,0.405,1060,30,3,2,0
1100,M,48,Married,4,$90K - $110K,Silver,25190.0,5,32,0,0.0,1533,41,3,2,0
1101,M,36,Married,2,$70K - $90K,Silver,2540.0,6,28,1402,0.552,2384,61,2,2,0
1102,M,42,Unknown,4,$50K - $70K,Gold,15871.0,3,37,2086,0.131,1562,43,2,6,0
1103,F,65,Single,1,Unknown,Silver,11037.0,3,51,1491,0.135,2429,63,5,3,0
1104,M,58,Married,3,$110K and Over,Silver,15733.0,3,52,2101,0.134,13986,97,3,3,0
1105,M,44,Single,4,$90K - $110K,Silver,14388.0,3,37,2517,0.175,7042,85,1,3,0
1106,F,43,Single,3,Less than $50K,Silver,4469.0,3,35,2002,0.448,2111,38,2,1,0
1107,M,46,Divorced,2,$70K - $90K,Silver,7064.0,2,41,1234,0.175,13791,103,3,2,0
1108,M,44,Divorced,3,$90K - $110K,Silver,17846.0,4,13,1568,0.088,3626,77,3,2,0
1109,M,43,Married,3,$90K - $110K,Silver,5851.0,6,32,1660,0.284,1572,38,3,2,0
1110,M,38,Divorced,2,$70K - $90K,Gold,26794.0,1,25,821,0.031,8788,58,3,2,1
1111,M,52,Single,3,$70K - $90K,Silver,1438.3,3,40,512,0.356,4791,82,1,1,0
1112,F,57,Single,3,Unknown,Silver,2111.0,3,40,966,0.458,3871,87,1,3,0
1113,M,31,Single,0,$50K - $70K,Silver,4493.0,3,25,1388,0.309,17744,104,3,2,0
1114,F,39,Married,1,$50K - $70K,Silver,10830.0,2,36,2184,0.202,8814,88,3,1,0
1115,F,53,Single,3,Less than $50K,Silver,2915.0,1,42,2041,0.7,4272,70,3,1,0
1116,M,57,Single,3,$110K and Over,Silver,32676.0,5,49,2134,0.065,3990,88,3,3,0
1117,M,50,Married,3,$70K - $90K,Silver,21096.0,2,45,0,0.0,1882,39,5,2,1
1118,M,29,Married,1,$70K - $90K,Silver,12495.0,3,16,2517,0.201,14524,106,1,2,0
1119,M,38,Single,3,$110K and Over,Silver,9703.0,4,29,941,0.097,4190,81,0,3,0
1120,M,41,Married,3,$110K and Over,Silver,6565.0,2,36,1130,0.172,7729,97,2,3,0
1121,M,51,Single,1,$110K and Over,Silver,9036.0,6,42,2327,0.258,1131,18,3,2,0
1122,F,52,Married,3,Less than $50K,Silver,2001.0,4,39,909,0.454,4238,63,3,3,0
1123,F,52,Single,1,Less than $50K,Silver,2317.0,1,40,0,0.0,884,19,2,2,1
